y,x0,x1,x2,x3,x4,x5
0.75,A1,A1,A0,58,150.0,3
2.7,A0,A8,A0,192,150.0,5
1.4,A0,A3,A1,141,125.0,11
27.499,A0,A3,A0,320,30.0,5
0.777,A0,A3,A0,120,150.0,2
1.599,A1,A1,,50,150.0,7
0.5,A0,A0,A0,73,150.0,4
7.9,A1,A7,A1,185,150.0,6
1.9,A0,A3,A0,75,150.0,5
3.5,A0,A4,A0,220,150.0,4
2.3,A1,A0,A1,72,150.0,12
6.0,A0,A0,A0,125,150.0,11
2.39,A1,A0,A0,147,150.0,5
1.75,A1,A0,A0,103,150.0,7
13.3,A0,A0,A0,170,150.0,7
0.01,A1,A3,A0,209,150.0,12
1.6,A1,A1,A0,60,5.0,0
0.222,A0,A1,A0,55,150.0,8
0.0,A1,A8,A2,0,150.0,0
1.6,A0,A8,A0,60,125.0,2
3.6,A1,A3,A1,150,150.0,8
3.4,A1,A1,,0,40.0,9
3.79,A0,A1,A0,95,125.0,3
4.595,A0,A3,A0,177,150.0,7
4.4,A0,A3,A2,193,150.0,2
2.2,A0,A0,A1,132,150.0,1
6.5,A1,A0,A0,140,150.0,3
25.9,A0,A2,A1,272,150.0,1
1.111,A0,A1,A0,50,125.0,10
1.45,A1,A1,A0,64,100.0,4
5.6,A0,A3,A0,105,100.0,4
1.65,A0,A1,,80,20.0,10
3.0,A1,A7,A0,0,20.0,3
2.0,A0,A3,A0,115,150.0,5
5.695,A1,A0,A1,235,70.0,6
1.09,A1,A1,A0,50,150.0,4
0.25,A0,A1,A0,0,150.0,7
0.0,A1,A4,A0,148,150.0,12
0.185,A0,A1,A0,82,150.0,10
2.7,A0,A0,,101,150.0,6
7.0,A0,A8,A2,0,20.0,0
3.1,A0,A3,A0,150,150.0,7
0.0,A1,A1,A0,133,30.0,3
13.5,A1,A2,A0,143,80.0,1
2.5,A0,A1,A0,110,150.0,12
2.3,A0,A5,A0,101,150.0,4
3.95,A1,A2,A0,150,20.0,4
0.475,A0,A8,A1,75,150.0,12
6.99,A1,A0,A2,0,150.0,5
42.999,A1,A4,A0,340,70.0,9
2.0,A1,A8,A0,75,150.0,6
1.599,A1,A4,A0,140,150.0,4
2.2,A0,A8,A0,85,150.0,2
14.9,A1,A1,A0,65,150.0,9
3.75,A1,A1,A0,80,125.0,4
3.699,A1,A0,A1,231,150.0,7
16.3,A1,A2,A0,140,90.0,8
4.25,A0,A1,A0,76,90.0,5
1.95,A0,A1,A0,80,150.0,3
0.6,A0,A1,A0,0,,3
4.199,A0,A3,A2,109,150.0,8
2.5,A0,A1,A0,60,125.0,7
3.9,A1,A5,A0,115,,0
4.85,A0,A0,A1,140,150.0,10
1.299,A0,A1,A0,0,125.0,12
11.8,A1,A1,A0,98,30.0,3
11.5,A1,A2,A1,224,150.0,10
24.5,A1,A5,A1,184,30.0,3
9.5,A0,A3,A1,180,150.0,5
7.899,A1,A7,A0,150,150.0,2
1.7,A0,A2,A0,116,150.0,5
0.15,A0,A8,A2,0,150.0,0
1.65,A1,A1,A0,69,100.0,10
68.9,A1,A2,A1,258,30.0,7
6.0,A0,A7,,140,150.0,6
12.0,A1,A0,A0,105,70.0,3
4.8,A1,A5,A0,98,150.0,3
0.499,A1,A7,A0,0,150.0,4
0.65,A1,A0,A1,136,150.0,8
3.85,A1,A5,A0,103,125.0,11
11.85,A0,A3,A0,143,125.0,8
0.4,A1,A8,A0,0,,4
0.1,A0,A1,A0,75,150.0,10
10.2,A1,A2,A0,140,125.0,1
15.299,A0,A3,A0,136,150.0,6
0.95,A1,A8,A0,60,150.0,6
1.95,A1,A8,A0,143,150.0,0
1.3,A1,A0,,174,150.0,1
7.65,A0,A7,A1,109,100.0,12
0.0,A1,A1,A0,54,150.0,5
1.199,A1,A1,A0,105,150.0,8
2.45,A1,A8,A0,90,150.0,11
0.0,A0,A8,A0,60,90.0,3
10.5,A1,A2,A0,150,100.0,9
2.4,A1,A0,A0,105,150.0,2
0.85,A1,A1,A0,45,150.0,0
10.9,A1,A3,A1,367,150.0,12
4.49,A0,A0,A0,0,80.0,5
10.5,A0,A1,A0,117,60.0,10
6.9,A0,A8,A2,0,70.0,6
2.7,A0,A7,A0,68,150.0,4
1.8,A1,A1,A0,75,150.0,4
1.2,A1,A5,A0,88,150.0,10
0.62,A1,A0,A1,125,150.0,5
2.22,A0,A8,A0,0,150.0,7
0.8,A0,A0,A1,122,150.0,0
1.999,A1,A1,A2,61,150.0,2
1.7,A1,A0,A0,60,150.0,5
2.0,A1,A3,A0,118,125.0,12
1.8,A0,A0,A0,107,150.0,3
2.5,A0,A0,A0,100,125.0,9
8.3,A0,A0,A0,143,125.0,1
1.1,A0,A8,A0,75,150.0,4
0.75,A1,A1,A0,102,,6
6.99,A1,A1,A0,77,,3
2.85,A1,A1,A0,64,70.0,6
1.95,A0,A4,A1,0,150.0,10
31.0,A0,A5,A1,500,150.0,4
0.5,A0,A3,A0,0,150.0,0
1.1,A1,A8,A0,75,125.0,9
0.799,A1,A3,A0,136,150.0,0
1.8,A1,A3,,75,150.0,6
12.3,A1,A4,A1,218,125.0,11
2.39,A1,A3,A0,131,150.0,11
1.85,A0,A0,A1,197,150.0,10
2.179,A1,A1,A0,101,150.0,9
2.65,A0,A0,A1,150,150.0,1
7.2,A1,A0,A0,0,150.0,4
1.2,A0,A1,A0,50,125.0,12
5.5,A0,A3,A0,109,150.0,2
3.5,A1,A1,A0,67,50.0,11
1.1,A0,A7,A0,63,150.0,1
4.3,A0,A0,A1,305,150.0,10
15.3,A0,A0,A0,165,50.0,4
0.135,A0,A1,A0,54,125.0,1
33.997,A1,A5,A0,355,150.0,4
0.0,A0,A1,A0,60,100.0,2
0.65,A0,A1,A0,54,150.0,7
5.7,A1,A1,A0,102,150.0,3
2.5,A0,A0,A1,310,150.0,7
1.1,A1,A4,A0,102,150.0,12
6.299,A1,A3,A0,163,150.0,10
4.15,A1,A0,A0,116,150.0,3
1.2,A0,A1,A0,64,150.0,8
0.4,A1,A3,A0,74,150.0,11
0.85,A1,A3,A0,100,150.0,4
5.5,A0,A0,A0,140,150.0,10
10.98,A0,A3,A1,235,150.0,7
0.55,A0,A0,A0,60,150.0,9
0.45,A1,A0,A0,90,125.0,8
0.999,A0,A8,A2,0,150.0,0
1.0,A1,A1,A0,0,150.0,8
2.299,A0,A1,A1,54,60.0,6
0.65,A1,A3,A1,120,150.0,5
10.999,A0,A2,A1,177,150.0,10
1.6,A1,A8,A0,0,80.0,4
0.9,A1,A3,A0,121,150.0,10
0.5,A1,A3,A0,101,150.0,7
3.0,A1,A7,A0,86,70.0,3
0.95,A0,A3,A2,0,150.0,4
1.59,A1,A4,A0,125,150.0,5
8.45,A0,A0,A1,180,150.0,6
1.05,A1,A3,A0,150,150.0,10
12.5,A0,A7,A1,174,150.0,5
6.0,A1,A1,A0,0,150.0,7
0.9,A0,A3,A0,125,150.0,9
5.999,A1,A8,A2,0,150.0,0
9.5,A0,A0,A0,143,150.0,6
1.2,A1,A1,A0,0,80.0,5
7.4,A1,A8,A0,140,150.0,0
8.7,A1,A2,A0,136,100.0,3
2.0,A0,A3,A0,170,150.0,0
0.95,A0,A3,,90,150.0,2
2.0,A0,A1,A0,68,150.0,9
0.5,A0,A1,A0,60,150.0,5
0.699,A0,A1,A0,60,150.0,4
10.5,A0,A8,A0,105,100.0,4
2.0,A1,A1,A0,75,125.0,5
12.499,A0,A0,A0,140,80.0,6
3.29,A0,A1,A0,75,80.0,6
0.55,A1,A1,A0,45,150.0,5
41.964,A1,A5,A1,250,150.0,7
3.0,A1,A1,A0,0,125.0,4
0.95,A1,A1,A0,82,150.0,6
3.1,A0,A1,A0,65,125.0,3
26.0,A0,A0,A0,143,50.0,1
0.0,A1,A4,A0,135,150.0,9
2.35,A1,A3,A0,136,150.0,4
1.95,A1,A0,A0,147,150.0,12
4.45,A1,A6,A0,66,,9
1.0,A1,A0,A0,114,100.0,2
2.45,A0,A0,A0,132,125.0,11
1.0,A0,A0,A1,0,150.0,5
1.3,A1,A0,A0,110,,0
8.25,A0,A7,A0,131,125.0,7
4.0,A0,A0,A0,170,150.0,2
2.15,A0,A0,A0,0,150.0,12
14.5,A0,A0,A0,156,5.0,9
3.95,A1,A1,A0,90,,9
31.9,A0,A0,A1,300,40.0,3
33.3,A0,A3,A0,192,10.0,11
16.88,A1,A5,A0,125,90.0,3
1.999,A1,A3,A0,131,150.0,2
1.25,A0,A0,A0,90,150.0,12
0.999,A1,A0,A0,26,150.0,0
5.1,A1,A3,A0,150,150.0,4
1.0,A0,A0,A0,75,150.0,9
0.95,A0,A1,A0,58,150.0,3
0.9,A0,A3,A0,0,150.0,10
0.95,A0,A8,A2,0,150.0,0
0.9,A1,A1,A0,55,150.0,4
0.55,A1,A0,A0,0,60.0,1
45.5,A1,A0,A1,306,70.0,2
2.5,A1,A8,A0,0,150.0,0
7.6,A0,A0,A0,125,60.0,5
6.9,A0,A7,A0,102,150.0,10
23.99,A1,A0,A0,184,125.0,3
7.9,A1,A3,A0,163,150.0,7
15.3,A1,A7,A0,102,150.0,9
3.35,A1,A0,A0,129,5.0,6
5.5,A0,A7,A0,102,150.0,3
3.0,A0,A3,A0,101,150.0,8
0.6,A1,A5,A0,131,150.0,8
3.99,A1,A3,A0,101,40.0,11
1.25,A0,A8,A0,75,125.0,12
12.5,A0,A2,A0,150,50.0,3
0.59,A1,A0,A0,64,5.0,5
5.8,A0,A0,A0,116,125.0,11
0.85,A1,A7,A0,92,150.0,12
8.7,A1,A5,A0,143,125.0,5
5.25,A1,A0,,125,125.0,5
0.6,A1,A3,A1,150,150.0,11
2.59,A1,A5,A0,110,150.0,8
1.3,A1,A1,A0,60,150.0,3
15.5,A1,A1,A0,182,30.0,5
3.5,A0,A7,A0,50,125.0,0
3.85,A1,A8,,92,70.0,7
14.5,A1,A0,A0,115,10.0,2
11.95,A0,A7,A0,175,100.0,1
0.2,A1,A1,A0,54,125.0,0
12.25,A0,A8,A1,150,150.0,5
1.6,A1,A3,A0,110,150.0,12
13.95,A1,A2,A0,152,150.0,10
6.2,A1,A7,A0,75,80.0,4
0.999,A0,A0,A0,60,150.0,7
0.59,A1,A1,A1,55,125.0,0
1.8,A1,A1,A0,109,150.0,1
2.799,A0,A3,A0,0,150.0,0
2.2,A1,A3,A0,150,150.0,0
0.0,A0,A0,A0,88,150.0,4
0.35,A0,A1,A0,50,150.0,4
0.399,A0,A8,A0,45,150.0,0
1.99,A1,A1,A0,105,70.0,3
2.59,A0,A1,A1,80,150.0,1
0.0,A1,A0,A0,90,150.0,0
1.499,A0,A0,A1,147,125.0,6
4.2,A1,A3,A0,105,150.0,9
56.9,A1,A2,A1,313,20.0,7
47.9,A1,A7,A0,179,40.0,10
9.2,A0,A0,A1,70,70.0,6
0.0,A0,A7,A0,85,150.0,0
34.999,A1,A2,A1,450,80.0,6
0.95,A1,A3,A0,101,150.0,6
0.2,A1,A8,A2,0,5.0,0
2.2,A1,A3,A1,165,150.0,6
3.199,A0,A0,A0,101,150.0,11
1.1,A1,A4,A0,131,150.0,1
18.95,A1,A0,A1,272,150.0,3
15.1,A0,A3,A0,140,125.0,11
11.9,A0,A2,A1,185,150.0,1
0.4,A0,A0,A0,102,150.0,0
8.0,A1,A7,A0,170,150.0,4
9.29,A1,A3,A1,122,125.0,4
1.4,A1,A0,A0,170,150.0,0
2.49,A0,A1,A0,143,150.0,6
0.2,A1,A1,A0,72,150.0,6
0.75,A0,A1,A0,75,150.0,11
1.999,A0,A1,A2,50,125.0,5
2.25,A0,A5,A0,0,50.0,12
6.3,A1,A1,A0,94,50.0,11
0.15,A1,A1,A1,75,150.0,3
3.499,A0,A0,A0,83,5.0,10
6.5,A0,A4,A1,170,150.0,7
2.45,A1,A1,A0,67,100.0,12
0.6,A0,A1,A0,60,125.0,1
1.85,A0,A0,A0,75,150.0,9
0.65,A1,A7,A0,85,150.0,0
2.5,A0,A0,A1,170,150.0,8
7.9,A1,A3,,143,150.0,10
25.9,A0,A0,A0,370,60.0,5
5.39,A0,A7,A0,131,5.0,5
3.599,A0,A2,A0,69,125.0,3
0.0,A0,A8,A0,101,20.0,8
8.0,A1,A0,A0,177,,3
5.9,A1,A1,A1,75,40.0,3
1.25,A1,A5,A0,75,150.0,9
8.0,A1,A7,A0,114,100.0,6
1.2,A0,A0,A0,122,150.0,2
6.155,A1,A7,A0,0,150.0,10
2.69,A0,A1,A0,86,150.0,10
13.7,A1,A3,A1,232,150.0,11
7.5,A0,A5,,118,125.0,2
0.999,A0,A3,A0,101,150.0,3
3.999,A0,A4,A1,71,60.0,12
2.9,A1,A0,A0,105,150.0,8
9.75,A1,A3,A0,170,150.0,9
3.0,A0,A3,A0,0,150.0,0
6.6,A1,A3,A0,120,70.0,12
3.15,A0,A1,A0,50,70.0,11
0.05,A1,A8,A0,0,80.0,4
4.95,A1,A3,A0,140,150.0,10
2.0,A1,A3,A0,136,150.0,9
10.6,A1,A0,A0,125,40.0,1
9.99,A1,A5,A0,220,125.0,3
4.2,A1,A3,A0,150,150.0,9
0.3,A1,A1,A0,0,150.0,1
1.999,A0,A3,A0,101,150.0,4
9.5,A0,A0,,260,125.0,2
1.299,A0,A5,A1,54,150.0,5
0.9,A1,A1,A0,60,150.0,7
0.08,A0,A8,A0,101,150.0,6
0.75,A1,A1,A0,60,150.0,5
6.75,A1,A7,A0,105,150.0,10
18.8,A1,A5,A1,177,50.0,6
0.6,A0,A8,A0,0,150.0,2
0.71,A0,A0,A0,150,150.0,12
0.05,A1,A8,A0,88,150.0,3
1.35,A0,A1,A0,109,150.0,5
3.35,A0,A8,A0,0,125.0,12
7.9,A1,A3,A0,197,150.0,3
1.65,A1,A3,A1,224,150.0,12
3.579,A0,A0,A0,155,150.0,8
0.999,A1,A0,A0,75,150.0,3
3.45,A0,A0,A0,90,80.0,6
16.777,A1,A0,A0,95,10.0,9
0.75,A0,A0,A0,130,150.0,4
1.3,A1,A1,A0,55,150.0,7
15.6,A1,A7,A0,105,,0
7.85,A0,A3,A0,116,125.0,8
11.95,A1,A4,A1,367,150.0,1
5.6,A1,A5,A0,125,100.0,1
24.5,A0,A3,A0,170,100.0,9
0.65,A0,A4,A0,90,150.0,9
1.85,A0,A1,A0,73,125.0,4
12.5,A1,A0,A1,170,150.0,9
0.199,A1,A1,A0,60,150.0,3
18.5,A1,A0,A0,110,10.0,3
5.0,A0,A1,A0,0,70.0,0
15.8,A1,A0,A0,160,60.0,5
1.5,A1,A0,A0,133,150.0,6
6.49,A1,A7,A0,101,125.0,10
12.3,A0,A5,A0,145,50.0,3
1.9,A0,A8,,54,125.0,9
4.5,A0,A3,,155,125.0,1
3.0,A0,A0,A0,90,150.0,7
1.799,A1,A3,A0,101,150.0,12
4.56,A1,A3,A0,116,150.0,4
8.8,A0,A7,A2,0,150.0,3
1.1,A1,A3,A2,0,150.0,7
8.5,A1,A2,A0,174,150.0,7
9.888,A1,A7,A0,105,30.0,3
1.99,A1,A8,A1,0,150.0,4
1.5,A0,A8,A2,0,,0
0.95,A0,A1,A0,45,150.0,7
14.0,A1,A2,A1,239,60.0,11
0.099,A1,A1,A0,0,150.0,0
14.6,A0,A4,A1,265,150.0,9
4.2,A0,A1,A0,69,80.0,6
1.2,A1,A0,A0,75,90.0,6
1.499,A1,A1,A0,80,150.0,2
5.8,A1,A5,A0,150,125.0,3
1.19,A0,A0,A1,160,150.0,7
0.6,A0,A4,A0,75,150.0,0
8.5,A0,A7,A2,105,150.0,8
5.95,A1,A8,A0,110,,11
2.7,A0,A1,A0,54,125.0,0
1.35,A0,A3,A0,125,150.0,7
1.699,A0,A0,A0,86,150.0,6
7.199,A1,A5,A2,116,150.0,3
2.8,A0,A1,A0,64,100.0,3
0.9,A0,A0,A0,0,150.0,4
0.001,A1,A1,A0,69,150.0,3
33.99,A0,A2,A1,175,5.0,2
9.3,A0,A1,A0,117,90.0,10
14.9,A0,A4,A0,218,100.0,6
8.65,A0,A0,A1,170,150.0,9
0.45,A0,A1,A0,58,150.0,4
1.0,A1,A8,A2,0,125.0,0
11.5,A1,A3,A1,140,125.0,7
3.29,A1,A7,A0,111,150.0,3
0.75,A1,A0,A0,73,150.0,4
0.0,A0,A0,A0,90,150.0,3
0.3,A1,A0,A0,90,150.0,6
21.9,A0,A4,A0,239,100.0,1
1.2,A0,A8,A0,70,150.0,7
14.0,A0,A0,A1,140,60.0,1
10.95,A1,A0,A0,160,100.0,9
2.0,A1,A1,A0,82,80.0,12
4.999,A1,A3,A0,140,150.0,12
1.299,A1,A8,A1,286,150.0,9
3.5,A0,A0,A0,271,150.0,9
3.899,A0,A3,A0,131,150.0,9
5.25,A0,A0,A0,140,150.0,8
24.5,A1,A0,A0,150,20.0,3
0.45,A0,A8,A0,75,,0
4.5,A0,A1,A0,80,90.0,6
1.0,A0,A0,A0,101,150.0,7
3.45,A0,A1,A0,95,150.0,8
1.25,A0,A1,A0,54,150.0,0
6.5,A0,A1,A0,75,30.0,8
1.399,A1,A8,A2,0,150.0,0
2.1,A0,A0,A0,122,150.0,8
6.2,A1,A0,A0,177,100.0,8
4.15,A1,A1,A0,68,50.0,10
15.9,A1,A4,A0,271,125.0,3
2.99,A0,A0,A2,0,150.0,10
4.999,A1,A1,A1,116,150.0,7
1.5,A1,A0,A0,170,150.0,1
0.6,A0,A1,A0,90,150.0,0
19.5,A0,A7,A0,174,150.0,5
2.2,A1,A7,A0,85,150.0,11
10.5,A0,A0,A1,224,150.0,10
8.75,A1,A3,,140,150.0,5
10.9,A1,A5,A1,120,40.0,3
3.1,A1,A3,A0,131,150.0,6
0.35,A0,A1,A0,75,150.0,6
6.6,A0,A3,A0,137,150.0,5
1.9,A1,A1,A0,63,150.0,6
4.0,A1,A1,A0,80,150.0,11
2.4,A1,A7,A0,116,150.0,10
1.9,A1,A7,A0,90,150.0,6
0.0,A1,A1,A0,60,150.0,0
2.7,A0,A0,A2,0,150.0,8
0.0,A0,A8,A0,150,150.0,5
25.0,A0,A2,A1,0,70.0,4
1.0,A0,A0,A1,135,150.0,0
3.65,A0,A8,A0,77,20.0,0
0.18,A0,A8,A0,0,150.0,4
3.4,A0,A0,A1,238,150.0,3
3.0,A0,A3,A0,115,150.0,8
5.699,A0,A3,,105,150.0,5
1.6,A0,A0,A2,0,150.0,10
0.8,A0,A0,A2,0,150.0,3
1.9,A1,A3,A0,122,150.0,7
3.5,A1,A3,A0,131,150.0,6
2.0,A1,A8,A0,0,150.0,0
3.498,A0,A1,A1,72,90.0,3
0.549,A1,A4,A0,102,125.0,7
17.9,A0,A0,A1,170,150.0,7
10.15,A1,A5,A0,231,150.0,5
4.0,A0,A7,A0,74,150.0,5
1.1,A0,A4,,125,150.0,10
0.45,A1,A3,A0,118,150.0,12
15.9,A1,A3,A0,140,30.0,7
1.49,A0,A8,A1,160,150.0,4
1.28,A1,A1,A0,75,150.0,7
12.5,A1,A4,A1,224,150.0,8
2.5,A1,A0,,140,150.0,3
1.0,A1,A3,A0,125,150.0,0
0.6,A0,A7,A0,101,150.0,3
13.0,A1,A7,A0,101,70.0,5
17.99,A1,A3,A0,136,150.0,4
15.0,A0,A7,A0,105,150.0,10
0.99,A0,A0,A0,103,150.0,4
6.6,A0,A0,A1,170,150.0,10
5.5,A1,A5,A0,193,150.0,1
2.75,A0,A8,A1,170,150.0,5
2.5,A1,A0,A0,0,150.0,8
1.199,A1,A1,A0,75,150.0,2
1.8,A1,A1,A0,55,125.0,6
1.45,A1,A8,A0,90,150.0,6
1.2,A1,A1,A0,75,,3
1.85,A0,A1,A0,50,150.0,9
4.5,A0,A7,A0,140,5.0,5
0.4,A1,A3,A0,150,150.0,6
0.0,A1,A8,A2,0,5.0,0
1.65,A1,A6,A0,115,150.0,10
3.149,A0,A6,A0,109,150.0,3
2.5,A1,A0,A0,97,125.0,5
10.49,A1,A4,A0,122,100.0,8
0.85,A1,A0,A0,165,150.0,5
7.399,A0,A1,A0,86,,4
5.0,A0,A5,A0,140,125.0,4
1.95,A1,A3,A0,101,150.0,5
0.777,A0,A1,A0,0,150.0,10
19.0,A0,A5,A0,105,20.0,6
3.8,A1,A1,A0,68,80.0,2
5.25,A0,A3,A1,170,150.0,11
3.2,A1,A7,A0,113,125.0,3
2.0,A1,A0,A2,0,150.0,9
6.7,A1,A0,A0,120,125.0,5
4.5,A1,A1,A1,116,125.0,6
1.8,A1,A7,A0,0,30.0,4
0.4,A0,A5,A0,116,150.0,2
5.0,A1,A3,A1,0,150.0,0
1.499,A1,A8,A0,105,150.0,0
8.35,A1,A3,A1,140,150.0,4
1.85,A1,A3,A1,101,150.0,11
7.5,A0,A7,A0,102,150.0,11
12.5,A1,A2,A0,50,50.0,12
2.2,A1,A7,A1,91,150.0,4
6.5,A1,A2,A0,136,150.0,8
1.8,A0,A3,A0,170,150.0,5
1.15,A0,A1,A0,60,150.0,9
1.39,A0,A1,A0,60,150.0,11
1.45,A0,A1,A0,58,90.0,0
1.2,A0,A8,A0,75,150.0,0
23.9,A0,A5,A0,272,100.0,10
2.8,A1,A4,A2,0,150.0,10
11.5,A1,A5,,116,100.0,4
1.499,A0,A6,A0,100,150.0,4
1.65,A0,A0,A0,150,150.0,7
9.5,A0,A2,A0,50,5.0,12
3.5,A0,A1,A0,50,70.0,1
0.22,A0,A4,A0,102,150.0,2
10.0,A0,A0,A1,140,150.0,2
3.0,A0,A1,A0,52,50.0,8
0.649,A1,A5,A0,75,150.0,2
13.75,A0,A0,A0,170,80.0,3
1.89,A1,A1,A0,80,150.0,2
3.25,A0,A3,A0,126,125.0,11
12.9,A1,A1,A1,90,,9
4.69,A1,A8,A0,131,150.0,3
0.59,A0,A3,A0,116,150.0,7
0.67,A1,A1,A0,80,150.0,5
11.0,A1,A2,A0,163,100.0,2
0.15,A1,A8,A2,0,150.0,12
0.7,A0,A1,A0,50,150.0,10
0.2,A0,A1,A0,59,150.0,11
39.9,A1,A5,A1,310,30.0,10
7.5,A1,A8,A2,90,150.0,1
2.48,A0,A0,A1,174,150.0,4
2.3,A0,A7,A0,125,150.0,12
6.19,A1,A1,A0,80,90.0,12
3.35,A1,A5,A0,101,150.0,12
1.2,A1,A0,A1,136,150.0,5
4.8,A1,A3,A0,130,150.0,9
2.45,A0,A8,A2,0,150.0,1
3.2,A0,A1,A0,60,150.0,6
6.799,A1,A0,A0,99,50.0,7
11.5,A1,A0,A0,110,90.0,5
8.25,A0,A0,A0,122,150.0,12
1.799,A1,A0,A0,101,150.0,5
11.48,A0,A3,A1,170,150.0,9
2.985,A0,A3,A1,116,150.0,2
2.5,A0,A1,A0,0,150.0,3
58.399,A1,A2,A1,313,10.0,6
5.999,A1,A0,A0,150,150.0,12
11.499,A0,A3,A0,143,150.0,10
2.45,A1,A3,A0,120,150.0,7
2.9,A1,A6,A0,90,150.0,7
3.85,A1,A3,A0,115,150.0,9
4.17,A1,A7,A0,101,150.0,6
8.8,A0,A0,A0,163,125.0,3
1.149,A0,A3,A0,101,150.0,0
5.299,A0,A7,A1,150,150.0,9
3.0,A0,A8,A2,169,150.0,7
3.4,A1,A3,A1,170,150.0,5
8.5,A1,A1,A1,84,50.0,12
2.3,A0,A8,A0,101,150.0,1
2.89,A1,A0,A0,105,125.0,11
0.36,A1,A0,A1,211,150.0,8
15.9,A1,A2,A0,140,125.0,10
3.0,A0,A8,A0,103,80.0,0
0.6,A1,A3,A0,196,150.0,8
5.5,A0,A7,A0,125,125.0,7
0.4,A0,A8,A0,0,60.0,0
1.5,A0,A8,A0,60,90.0,12
1.45,A1,A1,A0,100,125.0,6
2.5,A0,A3,A0,90,150.0,9
6.2,A1,A2,A0,140,125.0,11
10.5,A1,A0,A0,136,150.0,3
9.1,A1,A7,A0,90,150.0,10
4.0,A0,A7,A0,0,150.0,0
1.3,A0,A0,A1,170,150.0,8
1.05,A0,A8,A0,58,125.0,9
2.5,A0,A0,,122,80.0,4
0.89,A0,A0,A0,170,150.0,3
1.2,A1,A1,,45,100.0,6
7.9,A1,A3,A0,220,150.0,9
1.299,A1,A7,A1,173,150.0,10
19.498,A0,A0,A1,211,60.0,8
5.3,A0,A1,A0,116,125.0,4
0.0,A1,A0,A0,175,150.0,7
12.9,A1,A5,A1,120,30.0,3
0.777,A0,unknown,A0,100,150.0,9
5.4,A0,A7,A1,122,150.0,6
5.15,A1,A0,A1,150,150.0,8
1.599,A0,A1,A0,60,125.0,4
3.25,A1,A0,A1,118,150.0,5
1.2,A0,A0,,130,150.0,2
3.9,A1,A1,A1,95,,6
0.8,A1,A0,A0,80,150.0,5
17.249,A0,A0,A1,207,150.0,3
13.7,A0,A0,A0,241,150.0,7
22.0,A0,A0,A1,245,150.0,10
2.2,A1,A0,A0,101,125.0,11
17.85,A1,A4,A1,272,150.0,10
4.2,A1,A1,A0,69,80.0,12
2.4,A0,A3,,140,150.0,5
9.3,A0,A2,A0,150,125.0,6
2.69,A0,A3,A0,86,150.0,2
0.5,A0,A3,A0,125,150.0,2
7.95,A1,A1,A0,95,80.0,7
5.4,A0,A8,A0,140,150.0,5
2.5,A1,A5,A0,109,125.0,6
3.4,A0,A1,A0,77,90.0,5
8.0,A1,A8,A0,110,5.0,5
2.69,A0,A0,A0,235,,6
0.4,A1,A0,A2,0,150.0,9
0.95,A1,A1,A0,63,150.0,2
5.89,A1,A0,A0,170,125.0,6
1.4,A1,A8,A0,70,150.0,3
2.25,A1,A1,A1,58,90.0,10
0.35,A0,A8,A0,0,150.0,8
12.5,A1,A2,,163,150.0,6
2.1,A1,A0,A1,185,150.0,4
0.49,A1,A8,A0,60,80.0,5
1.5,A0,A8,A0,0,150.0,12
59.0,A1,A5,A0,204,150.0,7
13.68,A1,A0,A0,99,5.0,8
21.0,A0,A0,A1,408,125.0,5
2.2,A0,A0,A0,122,125.0,6
13.9,A0,A3,A0,163,80.0,3
8.6,A0,A4,A0,193,5.0,0
7.88,A1,A5,A0,54,125.0,12
5.2,A0,A1,A0,86,60.0,3
0.399,A1,A8,A2,103,150.0,12
39.8,A0,A3,A1,265,40.0,6
1.59,A1,A3,A1,116,150.0,6
16.999,A0,A2,A0,0,30.0,2
6.0,A1,A5,,170,,3
5.0,A0,A4,A1,163,150.0,10
0.5,A0,A8,A0,0,150.0,4
7.4,A0,A4,A0,116,125.0,4
0.749,A1,A3,A0,115,,4
1.3,A1,A1,A0,60,,10
3.4,A1,A0,A2,0,150.0,11
16.25,A1,A4,A1,231,150.0,6
1.899,A0,A3,A0,109,150.0,4
5.95,A0,A0,A0,122,60.0,8
0.2,A1,A1,A0,56,150.0,4
4.85,A0,A7,A1,0,150.0,0
7.3,A1,A0,A0,200,125.0,8
3.15,A1,A1,A0,60,100.0,7
2.999,A1,A0,A0,75,100.0,10
3.8,A1,A7,A0,139,90.0,5
2.99,A1,A0,A0,68,150.0,5
1.7,A1,A3,A0,163,150.0,5
0.375,A1,A1,A0,45,150.0,8
1.0,A0,A1,A0,100,150.0,8
9.5,A0,A0,A1,160,40.0,3
0.2,A0,A1,A0,103,150.0,3
3.3,A0,A0,A0,163,150.0,6
0.0,A0,A0,A0,0,80.0,12
7.8,A0,A0,A0,116,100.0,9
9.5,A0,A3,A1,143,150.0,7
0.8,A0,A3,A0,150,150.0,2
1.49,A0,A1,A0,58,150.0,4
1.45,A0,A0,A0,0,125.0,5
2.35,A0,A0,A0,0,125.0,9
5.4,A1,A3,A0,155,125.0,3
3.9,A0,A8,A1,0,150.0,5
0.1,A1,A0,A0,26,80.0,6
2.4,A1,A1,A0,76,150.0,1
4.4,A1,A0,A0,80,125.0,6
1.6,A1,A8,A0,170,150.0,12
2.75,A1,A2,A0,128,,1
0.0,A1,A1,A0,0,150.0,0
1.8,A0,A0,A0,90,150.0,11
4.2,A1,A1,A0,116,150.0,9
